age,gender,race,driving_experience,education,income,credit_score,vehicle_ownership,vehicle_year,married,children,annual_mileage,vehicle_type,speeding_violations,DUIs,past_accidents,outcome
40-64,female,minority,10-19y,high school,upper class,0.7383979641751491,True,after 2015,False,True,11000.0,sedan,1,0,2,False
26-39,male,majority,10-19y,high school,upper class,0.6449558925023856,True,after 2015,False,True,11000.0,sedan,3,1,2,False
65+,male,majority,30y+,university,upper class,0.4697990837580598,False,before 2015,True,True,11697.003206900365,sedan,3,0,1,False
40-64,male,majority,20-29y,university,upper class,0.5820674205410715,True,before 2015,True,True,12000.0,sedan,3,2,4,False
26-39,male,majority,10-19y,high school,working class,0.4888103261264866,False,after 2015,True,True,12000.0,sedan,0,0,2,False
65+,female,majority,0-9y,high school,upper class,0.5845541538211065,True,after 2015,True,True,12000.0,sports car,0,0,0,False
65+,male,majority,30y+,university,upper class,0.6018449383011959,True,before 2015,True,True,9000.0,sedan,4,0,2,False
16-25,male,majority,0-9y,high school,middle class,0.5237147822845126,True,before 2015,True,False,15000.0,sedan,0,0,0,True
65+,female,minority,0-9y,high school,upper class,0.6174783889735851,True,before 2015,True,True,9000.0,sedan,0,0,0,False
16-25,male,majority,0-9y,high school,poverty,0.2029270437920447,True,before 2015,True,True,8000.0,sedan,0,0,0,False
40-64,female,majority,10-19y,university,upper class,0.6902691770071121,True,before 2015,True,True,11000.0,sedan,1,0,1,False
26-39,female,majority,10-19y,none,working class,0.4087067041346762,False,before 2015,True,True,16000.0,sedan,0,0,0,True
40-64,male,majority,0-9y,high school,upper class,0.5565157388101949,True,before 2015,True,True,9000.0,sports car,0,0,0,True
40-64,female,majority,0-9y,university,middle class,0.5283274091931265,False,after 2015,True,True,10000.0,sports car,0,0,0,False
26-39,female,majority,10-19y,high school,poverty,0.34833133094379204,False,before 2015,False,False,9000.0,sports car,3,0,0,True
16-25,male,majority,0-9y,university,middle class,0.435456191598556,True,before 2015,False,False,13000.0,sedan,0,0,0,False
26-39,female,majority,10-19y,none,poverty,0.2151696546054047,False,after 2015,True,True,10000.0,sedan,2,0,1,False
65+,female,majority,30y+,high school,upper class,0.6979233163898869,True,before 2015,True,True,8000.0,sedan,3,0,4,False
16-25,female,majority,0-9y,high school,poverty,0.3182436684930483,True,before 2015,False,True,8000.0,sedan,0,0,0,False
40-64,male,majority,0-9y,high school,upper class,0.6944607253512556,True,before 2015,True,True,11697.003206900365,sedan,0,0,0,True
40-64,female,majority,10-19y,university,upper class,0.6657579836268851,True,before 2015,True,True,11697.003206900365,sedan,1,0,0,False
26-39,female,majority,10-19y,none,poverty,0.3136216972616633,False,before 2015,True,True,11697.003206900365,sedan,1,0,0,False
16-25,female,majority,0-9y,university,middle class,0.517090518888596,True,before 2015,True,True,9000.0,sedan,0,0,0,False
26-39,male,majority,10-19y,high school,middle class,0.3767820351485029,True,after 2015,False,False,11697.003206900365,sedan,3,0,1,False
40-64,female,majority,10-19y,high school,middle class,0.5866035370674517,True,before 2015,True,True,6000.0,sedan,3,0,0,False
65+,male,majority,20-29y,university,upper class,0.613826977680089,True,after 2015,True,True,14000.0,sedan,3,0,3,False
26-39,male,majority,0-9y,high school,middle class,0.5236585383213973,False,after 2015,False,False,15000.0,sedan,0,0,0,True
26-39,female,minority,10-19y,high school,upper class,0.6432246395908321,True,after 2015,True,False,11000.0,sedan,1,0,0,False
16-25,male,minority,0-9y,none,poverty,0.34833133094379204,False,before 2015,False,False,10000.0,sedan,0,0,0,True
65+,female,majority,10-19y,university,upper class,0.7213187073836898,False,before 2015,True,True,12000.0,sedan,1,0,0,False
26-39,female,majority,10-19y,university,upper class,0.6394250854418368,True,after 2015,False,False,13000.0,sedan,1,0,3,False
26-39,male,majority,10-19y,none,poverty,0.2438015617936942,False,before 2015,False,False,16000.0,sedan,2,0,0,True
26-39,male,minority,10-19y,high school,poverty,0.3045684602333574,False,before 2015,False,False,14000.0,sedan,1,0,1,False
65+,female,majority,30y+,university,upper class,0.7217744198745549,False,before 2015,True,True,9000.0,sedan,4,0,0,False
26-39,female,majority,10-19y,university,upper class,0.5382330646862179,True,after 2015,False,False,11697.003206900365,sedan,0,0,0,False
26-39,male,majority,10-19y,high school,middle class,0.5052441837930965,True,before 2015,True,True,9000.0,sedan,5,1,1,True
65+,male,majority,10-19y,university,upper class,0.7031643827756698,True,before 2015,False,True,15000.0,sedan,1,0,2,False
26-39,female,majority,10-19y,high school,middle class,0.4851718364383785,False,before 2015,False,True,8000.0,sedan,2,1,1,False
26-39,male,majority,10-19y,university,working class,0.4262702299476665,False,before 2015,False,True,13000.0,sedan,0,0,0,True
65+,female,majority,20-29y,high school,upper class,0.3812423915312549,False,after 2015,True,True,16000.0,sedan,1,0,0,False
40-64,female,majority,0-9y,university,middle class,0.5626962815527192,False,before 2015,False,True,11697.003206900365,sports car,0,0,0,False
65+,male,majority,30y+,university,upper class,0.5862739821585983,True,after 2015,True,True,11000.0,sedan,3,1,5,False
40-64,male,minority,0-9y,high school,upper class,0.6435845629097965,False,before 2015,False,True,14000.0,sedan,0,0,0,True
40-64,male,majority,20-29y,high school,upper class,0.5664168167346517,True,before 2015,False,True,13000.0,sedan,6,0,1,True
40-64,female,majority,20-29y,university,middle class,0.5236585383213973,True,after 2015,True,True,11000.0,sedan,4,0,2,False
40-64,male,majority,20-29y,university,middle class,0.6398290247158106,True,before 2015,True,True,10000.0,sedan,3,0,1,False
40-64,female,majority,20-29y,high school,upper class,0.613826977680089,False,before 2015,True,False,11000.0,sedan,0,0,0,False
40-64,male,majority,20-29y,none,working class,0.3392888504833096,False,before 2015,False,True,12000.0,sedan,4,0,5,False
26-39,female,majority,10-19y,high school,working class,0.4940669801717974,False,before 2015,False,True,10000.0,sedan,2,1,0,False
26-39,male,majority,10-19y,high school,upper class,0.4883110329953223,True,after 2015,True,False,11697.003206900365,sedan,0,0,1,False
65+,male,minority,0-9y,university,upper class,0.6130753469532052,True,before 2015,False,True,10000.0,sedan,0,0,0,True
16-25,male,majority,0-9y,high school,poverty,0.3306596233133351,False,before 2015,False,True,11000.0,sedan,0,0,0,True
65+,female,majority,30y+,university,upper class,0.6183141634928766,True,after 2015,True,True,8000.0,sedan,3,0,3,False
40-64,male,majority,0-9y,university,upper class,0.5176533639161799,True,before 2015,True,True,10000.0,sedan,0,0,0,True
26-39,male,majority,0-9y,high school,poverty,0.34833133094379204,False,before 2015,False,False,12000.0,sedan,0,0,0,True
40-64,male,majority,20-29y,high school,working class,0.3354650473170224,False,before 2015,False,False,16000.0,sedan,2,1,0,True
40-64,male,majority,10-19y,high school,upper class,0.6522098010358588,True,before 2015,False,True,11000.0,sedan,1,0,1,False
65+,female,majority,20-29y,high school,upper class,0.649742279786596,True,before 2015,False,True,9000.0,sedan,3,0,1,False
16-25,female,majority,0-9y,none,poverty,0.5316594723228439,True,before 2015,False,True,11697.003206900365,sedan,0,0,0,True
40-64,male,majority,20-29y,university,upper class,0.3673908132079513,True,before 2015,False,True,11000.0,sedan,6,0,0,False
16-25,male,majority,0-9y,none,poverty,0.3525599589743549,True,before 2015,False,False,12000.0,sedan,0,0,0,True
26-39,female,majority,10-19y,university,working class,0.459369099801009,True,after 2015,False,False,12000.0,sedan,2,0,0,False
16-25,female,majority,0-9y,high school,working class,0.3643273511086715,True,before 2015,False,False,18000.0,sedan,0,0,0,True
40-64,female,majority,20-29y,high school,working class,0.5926094176945508,False,before 2015,False,True,11697.003206900365,sedan,3,2,1,False
65+,male,majority,30y+,university,middle class,0.5236585383213973,False,before 2015,True,True,10000.0,sedan,3,2,4,False
65+,male,majority,10-19y,high school,upper class,0.7651678828229611,True,before 2015,True,True,9000.0,sedan,0,1,0,False
65+,male,majority,20-29y,high school,middle class,0.3724167809827318,True,before 2015,True,True,12000.0,sedan,6,1,2,False
40-64,female,majority,10-19y,high school,upper class,0.6729865377227907,True,after 2015,False,True,13000.0,sedan,0,0,1,False
26-39,female,minority,10-19y,none,upper class,0.6974413913004567,True,after 2015,True,True,9000.0,sedan,0,0,2,False
26-39,male,majority,10-19y,high school,poverty,0.3450262977143895,False,before 2015,False,True,14000.0,sedan,0,0,2,False
65+,male,majority,30y+,high school,middle class,0.5891088863016741,True,before 2015,True,True,11000.0,sedan,8,0,4,False
40-64,female,majority,20-29y,high school,upper class,0.6492795700696337,True,after 2015,True,True,9000.0,sedan,4,2,0,False
65+,male,minority,20-29y,university,upper class,0.4136142077561675,True,after 2015,True,True,12000.0,sedan,4,0,4,False
16-25,male,majority,0-9y,none,poverty,0.0648103533102058,True,before 2015,False,True,11000.0,sedan,0,0,0,False
16-25,female,majority,0-9y,high school,working class,0.4425687110792027,False,before 2015,False,False,16000.0,sedan,0,0,0,True
40-64,female,majority,10-19y,high school,upper class,0.6173644827066088,True,before 2015,False,False,13000.0,sedan,3,0,0,False
26-39,male,majority,0-9y,high school,working class,0.43192928411686055,False,before 2015,True,True,9000.0,sedan,0,0,0,False
40-64,female,majority,0-9y,university,upper class,0.6503154094233858,True,before 2015,True,False,14000.0,sedan,0,0,0,False
26-39,male,majority,10-19y,university,upper class,0.467843765632501,True,after 2015,True,True,12000.0,sedan,1,0,3,False
16-25,female,majority,0-9y,high school,working class,0.6705840253332259,True,before 2015,True,False,12000.0,sedan,0,0,0,True
40-64,male,majority,20-29y,university,upper class,0.5557121773732416,True,after 2015,False,False,13000.0,sedan,2,2,2,False
26-39,male,majority,10-19y,high school,working class,0.4708203950012678,True,before 2015,False,True,9000.0,sedan,2,0,0,False
26-39,female,majority,10-19y,high school,upper class,0.6777304679535914,True,before 2015,True,True,12000.0,sedan,0,0,1,False
16-25,male,majority,0-9y,university,working class,0.3577224688029924,True,before 2015,True,True,8000.0,sedan,0,0,0,True
40-64,female,majority,0-9y,university,working class,0.3792686190518363,True,before 2015,False,False,14000.0,sedan,0,0,0,False
26-39,female,majority,10-19y,university,upper class,0.5213673670739867,True,before 2015,True,True,8000.0,sedan,0,0,0,False
26-39,female,majority,10-19y,university,upper class,0.6987319634286622,True,after 2015,True,True,12000.0,sedan,0,0,1,False
65+,male,majority,30y+,university,upper class,0.6549887012388683,True,after 2015,True,True,10000.0,sedan,7,0,6,False
40-64,male,majority,10-19y,high school,working class,0.2333086497413181,False,before 2015,True,True,11697.003206900365,sedan,0,0,3,True
40-64,male,majority,10-19y,high school,upper class,0.5844501971313054,True,after 2015,True,True,10000.0,sedan,1,0,0,False
16-25,male,majority,0-9y,university,middle class,0.4778446821040133,True,before 2015,True,True,10000.0,sedan,0,0,0,True
65+,female,majority,30y+,university,upper class,0.613826977680089,True,after 2015,True,True,7000.0,sedan,10,1,1,False
26-39,female,majority,10-19y,high school,middle class,0.5725081487426337,True,before 2015,True,True,10000.0,sedan,1,0,2,True
40-64,female,majority,0-9y,none,working class,0.2858110156135545,False,after 2015,False,True,8000.0,sedan,0,0,0,False
40-64,male,majority,20-29y,high school,working class,0.4701261680539295,True,before 2015,False,False,12000.0,sedan,6,0,4,False
26-39,female,majority,10-19y,high school,working class,0.5351063887763012,False,before 2015,False,True,13000.0,sedan,0,0,1,True
40-64,female,majority,20-29y,high school,upper class,0.613826977680089,True,before 2015,True,True,13000.0,sedan,5,1,1,False
65+,male,majority,10-19y,university,upper class,0.6794953657901539,True,before 2015,False,False,14000.0,sedan,2,1,0,False
26-39,female,majority,10-19y,high school,working class,0.3670173487205561,False,before 2015,True,True,9000.0,sedan,2,1,2,False
26-39,female,majority,10-19y,none,poverty,0.4644064393036886,False,before 2015,False,False,15000.0,sedan,0,0,1,False
16-25,male,majority,0-9y,none,poverty,0.34833133094379204,False,before 2015,False,False,14000.0,sedan,0,0,0,True
26-39,male,majority,0-9y,high school,working class,0.5042053863471003,False,before 2015,False,True,14000.0,sedan,0,0,0,True
65+,female,majority,20-29y,high school,upper class,0.4492972668548298,True,after 2015,True,True,3000.0,sedan,8,0,2,False
40-64,male,majority,20-29y,university,upper class,0.541762035186092,True,before 2015,True,True,11000.0,sedan,2,1,2,False
65+,female,majority,10-19y,university,upper class,0.6099849924008637,True,before 2015,True,True,9000.0,sedan,0,1,0,False
65+,male,minority,30y+,high school,upper class,0.4964109169481421,False,before 2015,True,True,9000.0,sports car,4,0,4,False
40-64,female,majority,20-29y,university,upper class,0.613826977680089,True,after 2015,True,True,9000.0,sedan,3,0,3,False
40-64,male,majority,20-29y,university,upper class,0.5714999429200536,True,after 2015,False,False,13000.0,sedan,1,0,1,False
40-64,male,majority,10-19y,high school,upper class,0.613826977680089,True,before 2015,True,True,9000.0,sedan,0,0,1,False
26-39,male,majority,10-19y,none,poverty,0.2186759508427519,True,before 2015,False,True,10000.0,sedan,1,0,1,False
16-25,female,majority,0-9y,none,poverty,0.438014692691121,True,before 2015,False,True,12000.0,sedan,0,0,0,False
40-64,female,majority,0-9y,none,middle class,0.3460145477683494,True,before 2015,True,True,6000.0,sedan,0,0,0,True
26-39,male,majority,0-9y,university,working class,0.5162958681886699,False,before 2015,False,False,15000.0,sedan,0,0,0,True
40-64,female,majority,20-29y,university,upper class,0.6825627473806951,True,before 2015,False,True,13000.0,sedan,1,0,2,False
26-39,female,majority,10-19y,university,upper class,0.6427669540672473,True,after 2015,False,False,13000.0,sedan,2,1,0,False
26-39,male,minority,10-19y,university,upper class,0.6456613939576508,False,after 2015,False,True,12000.0,sedan,1,0,2,False
65+,male,majority,30y+,high school,upper class,0.5616097217808832,True,after 2015,True,True,9000.0,sedan,2,0,11,False
40-64,female,majority,10-19y,high school,upper class,0.5925647181807824,True,before 2015,True,True,12000.0,sedan,0,0,0,False
16-25,male,majority,0-9y,high school,poverty,0.364278431287774,True,before 2015,True,False,12000.0,sedan,0,0,0,False
26-39,female,majority,10-19y,none,middle class,0.7325962199369637,True,before 2015,False,True,13000.0,sedan,2,0,1,True
16-25,female,majority,0-9y,high school,working class,0.4466683299509061,True,after 2015,False,False,17000.0,sedan,0,0,0,False
16-25,female,majority,0-9y,high school,poverty,0.2865193141234149,True,before 2015,False,False,11000.0,sedan,0,0,0,False
40-64,female,majority,10-19y,university,upper class,0.5137216359540138,True,before 2015,True,True,9000.0,sedan,0,0,1,False
65+,male,majority,0-9y,high school,upper class,0.7621694620604794,True,before 2015,True,True,10000.0,sedan,0,0,0,True
65+,male,majority,0-9y,none,upper class,0.613826977680089,True,after 2015,True,True,10000.0,sedan,0,0,0,False
